"Subject","Shape","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
2,"square.bmp","Matching","Close","Close","Close","z",745,0.745,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",1358,1.358,0
2,"square.bmp","Matching","Close","Close","Close","m",1043,1.043,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",829,0.829,1
2,"triangle.bmp","Matching","Father","Father","Close","m",1079,1.079,0
2,"square.bmp","Nonmatching","Close","Close","Close","z",1383,1.383,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",635,0.635,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",1493,1.493,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",876,0.876,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",612,0.612,1
2,"square.bmp","Nonmatching","Close","Close","Close","z",935,0.935,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",1029,1.029,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",1215,1.215,1
2,"square.bmp","Nonmatching","Close","Close","Close","m",1170,1.17,1
2,"square.bmp","Matching","Close","Close","Close","m",2990,2.99,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",1890,1.89,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",761,0.761,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",982,0.982,1
2,"square.bmp","Nonmatching","Close","Close","Close","z",914,0.914,0
2,"triangle.bmp","Matching","Father","Father","Close","m",473,0.473,0
2,"square.bmp","Matching","Close","Close","Close","z",457,0.457,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",786,0.786,1
2,"square.bmp","Matching","Close","Close","Close","m",1998,1.998,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",889,0.889,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",553,0.553,1
2,"triangle.bmp","Matching","Father","Father","Close","m",878,0.878,0
2,"triangle.bmp","Matching","Father","Father","Close","m",678,0.678,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",662,0.662,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",911,0.911,1
2,"square.bmp","Nonmatching","Close","Close","Close","z",1726,1.726,0
2,"triangle.bmp","Matching","Father","Father","Close","m",1059,1.059,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",1763,1.763,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",1272,1.272,0
2,"square.bmp","Matching","Close","Close","Close","m",801,0.801,0
2,"triangle.bmp","Matching","Father","Father","Close","m",1556,1.556,0
2,"square.bmp","Matching","Close","Close","Close","z",2697,2.697,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","z",2576,2.576,0
2,"triangle.bmp","Matching","Father","Father","Close","m",972,0.972,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",4625,4.625,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",987,0.987,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",1222,1.222,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",4505,4.505,1
2,"triangle.bmp","Matching","Father","Father","Close","m",2104,2.104,0
2,"square.bmp","Nonmatching","Close","Close","Close","m",1679,1.679,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",4519,4.519,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",966,0.966,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",1051,1.051,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",964,0.964,1
2,"square.bmp","Matching","Close","Close","Close","m",1217,1.217,0
2,"square.bmp","Nonmatching","Close","Close","Close","z",1740,1.74,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",849,0.849,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","z",131,0.131,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",593,0.593,1
2,"square.bmp","Matching","Close","Close","Close","m",900,0.9,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",435,0.435,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",1965,1.965,1
2,"triangle.bmp","Matching","Father","Father","Close","m",1186,1.186,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",774,0.774,1
2,"square.bmp","Matching","Close","Close","Close","m",882,0.882,0
2,"square.bmp","Nonmatching","Close","Close","Close","m",1450,1.45,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",4827,4.827,1
2,"square.bmp","Nonmatching","Close","Close","Close","z",3525,3.525,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",499,0.499,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",3291,3.291,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",1482,1.482,1
2,"triangle.bmp","Matching","Father","Father","Close","z",1458,1.458,1
2,"square.bmp","Nonmatching","Close","Close","Close","z",2515,2.515,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",690,0.69,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",250,0.25,0
2,"square.bmp","Matching","Close","Close","Close","m",1147,1.147,0
2,"square.bmp","Matching","Close","Close","Close","z",417,0.417,1
2,"triangle.bmp","Matching","Father","Father","Close","z",1308,1.308,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",1155,1.155,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","z",857,0.857,0
2,"square.bmp","Nonmatching","Close","Close","Close","m",314,0.314,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",889,0.889,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",2489,2.489,1
2,"square.bmp","Nonmatching","Close","Close","Close","z",1072,1.072,0
2,"square.bmp","Nonmatching","Close","Close","Close","m",416,0.416,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",1075,1.075,1
2,"square.bmp","Matching","Close","Close","Close","m",1475,1.475,0
2,"square.bmp","Nonmatching","Close","Close","Close","z",892,0.892,0
2,"triangle.bmp","Matching","Father","Father","Close","m",699,0.699,0
2,"square.bmp","Nonmatching","Close","Close","Close","z",467,0.467,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",380,0.38,1
2,"square.bmp","Matching","Close","Close","Close","m",872,0.872,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",881,0.881,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",793,0.793,1
2,"square.bmp","Matching","Close","Close","Close","z",837,0.837,1
2,"triangle.bmp","Matching","Father","Father","Close","m",775,0.775,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","z",1059,1.059,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",444,0.444,1
2,"triangle.bmp","Matching","Father","Father","Close","m",918,0.918,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",948,0.948,0
2,"square.bmp","Matching","Close","Close","Close","m",338,0.338,0
2,"triangle.bmp","Matching","Father","Father","Close","m",560,0.56,0
2,"square.bmp","Nonmatching","Close","Close","Close","z",1117,1.117,0
2,"square.bmp","Matching","Close","Close","Close","m",460,0.46,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",596,0.596,1
2,"square.bmp","Matching","Close","Close","Close","m",1336,1.336,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",470,0.47,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",719,0.719,0
2,"triangle.bmp","Matching","Father","Father","Close","m",880,0.88,0
2,"square.bmp","Nonmatching","Close","Close","Close","m",2984,2.984,1
2,"square.bmp","Nonmatching","Close","Close","Close","m",916,0.916,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",1314,1.314,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",929,0.929,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",791,0.791,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",1091,1.091,1
2,"square.bmp","Matching","Close","Close","Close","m",1371,1.371,0
2,"square.bmp","Nonmatching","Close","Close","Close","z",967,0.967,0
2,"triangle.bmp","Matching","Father","Father","Close","m",828,0.828,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",742,0.742,1
2,"triangle.bmp","Matching","Father","Father","Close","m",1828,1.828,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","z",2686,2.686,0
2,"triangle.bmp","Matching","Father","Father","Close","m",734,0.734,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",716,0.716,1
2,"square.bmp","Nonmatching","Close","Close","Close","m",1915,1.915,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",1185,1.185,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",1061,1.061,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",982,0.982,1
2,"triangle.bmp","Matching","Father","Father","Close","m",859,0.859,0
2,"triangle.bmp","Matching","Father","Father","Close","z",620,0.62,1
2,"square.bmp","Nonmatching","Close","Close","Close","m",903,0.903,1
2,"triangle.bmp","Matching","Father","Father","Close","z",1270,1.27,1
2,"square.bmp","Matching","Close","Close","Close","m",1639,1.639,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",1137,1.137,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",735,0.735,0
2,"triangle.bmp","Matching","Father","Father","Close","z",653,0.653,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",1062,1.062,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",1431,1.431,0
2,"triangle.bmp","Matching","Father","Father","Close","z",898,0.898,1
2,"square.bmp","Nonmatching","Close","Close","Close","m",745,0.745,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","z",543,0.543,0
2,"square.bmp","Matching","Close","Close","Close","m",733,0.733,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","z",1330,1.33,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",1048,1.048,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",905,0.905,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","z",1785,1.785,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",540,0.54,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",1715,1.715,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",1089,1.089,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",1129,1.129,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",784,0.784,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",1028,1.028,0
2,"triangle.bmp","Matching","Father","Father","Close","m",270,0.27,0
2,"triangle.bmp","Matching","Father","Father","Close","z",999,0.999,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",1194,1.194,1
2,"square.bmp","Matching","Close","Close","Close","z",1382,1.382,1
2,"square.bmp","Nonmatching","Close","Close","Close","m",2283,2.283,1
2,"triangle.bmp","Matching","Father","Father","Close","z",763,0.763,1
2,"square.bmp","Nonmatching","Close","Close","Close","m",1288,1.288,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",1224,1.224,0
2,"square.bmp","Matching","Close","Close","Close","m",1338,1.338,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",1248,1.248,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",1290,1.29,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",922,0.922,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",1296,1.296,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",1128,1.128,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",1294,1.294,1
2,"triangle.bmp","Matching","Father","Father","Close","z",542,0.542,1
2,"square.bmp","Matching","Close","Close","Close","m",667,0.667,0
2,"square.bmp","Matching","Close","Close","Close","z",588,0.588,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",4639,4.639,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","z",904,0.904,0
2,"square.bmp","Nonmatching","Close","Close","Close","m",343,0.343,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",1237,1.237,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",742,0.742,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","z",828,0.828,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",622,0.622,1
2,"square.bmp","Matching","Close","Close","Close","z",809,0.809,1
2,"square.bmp","Matching","Close","Close","Close","z",1972,1.972,1
2,"square.bmp","Nonmatching","Close","Close","Close","m",1033,1.033,1
2,"square.bmp","Matching","Close","Close","Close","m",787,0.787,0
2,"triangle.bmp","Matching","Father","Father","Close","z",1007,1.007,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",1658,1.658,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",1291,1.291,0
2,"square.bmp","Nonmatching","Close","Close","Close","z",763,0.763,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",928,0.928,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",782,0.782,1
2,"square.bmp","Matching","Close","Close","Close","z",1867,1.867,1
2,"triangle.bmp","Matching","Father","Father","Close","z",899,0.899,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",1203,1.203,0
2,"square.bmp","Matching","Close","Close","Close","m",902,0.902,0
2,"square.bmp","Matching","Close","Close","Close","z",517,0.517,1
2,"triangle.bmp","Matching","Father","Father","Close","z",675,0.675,1
2,"square.bmp","Nonmatching","Close","Close","Close","m",1876,1.876,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",1612,1.612,1
2,"square.bmp","Nonmatching","Close","Close","Close","m",1063,1.063,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",1336,1.336,1
2,"square.bmp","Nonmatching","Close","Close","Close","m",918,0.918,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",1740,1.74,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",1074,1.074,1
2,"square.bmp","Matching","Close","Close","Close","z",2033,2.033,1
2,"triangle.bmp","Matching","Father","Father","Close","z",1003,1.003,1
2,"square.bmp","Nonmatching","Close","Close","Close","m",1198,1.198,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","z",1217,1.217,0
2,"triangle.bmp","Matching","Father","Father","Close","z",948,0.948,1
2,"square.bmp","Nonmatching","Close","Close","Close","m",1073,1.073,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",1250,1.25,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",1139,1.139,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",1289,1.289,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","z",1433,1.433,0
2,"triangle.bmp","Matching","Father","Father","Close","z",834,0.834,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",1036,1.036,1
2,"square.bmp","Nonmatching","Close","Close","Close","m",1126,1.126,1
2,"square.bmp","Matching","Close","Close","Close","m",1228,1.228,0
2,"square.bmp","Nonmatching","Close","Close","Close","m",1046,1.046,1
2,"square.bmp","Nonmatching","Close","Close","Close","m",2248,2.248,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","z",1089,1.089,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",1641,1.641,1
2,"square.bmp","Matching","Close","Close","Close","z",1074,1.074,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",987,0.987,0
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",823,0.823,0
2,"square.bmp","Matching","Close","Close","Close","m",537,0.537,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","z",855,0.855,0
2,"square.bmp","Nonmatching","Close","Close","Close","z",1224,1.224,0
2,"square.bmp","Matching","Close","Close","Close","m",906,0.906,0
2,"square.bmp","Matching","Close","Close","Close","z",553,0.553,1
2,"square.bmp","Matching","Close","Close","Close","z",558,0.558,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",1259,1.259,1
2,"triangle.bmp","Matching","Father","Father","Close","z",908,0.908,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",1303,1.303,0
2,"square.bmp","Matching","Close","Close","Close","z",1758,1.758,1
2,"square.bmp","Nonmatching","Close","Close","Close","m",1123,1.123,1
2,"triangle.bmp","Matching","Father","Father","Close","z",849,0.849,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",1290,1.29,0
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",922,0.922,1
2,"triangle.bmp","Matching","Father","Father","Close","z",752,0.752,1
2,"square.bmp","Matching","Close","Close","Close","m",1638,1.638,0
2,"square.bmp","Nonmatching","Close","Close","Close","m",935,0.935,1
2,"triangle.bmp","Matching","Father","Father","Close","z",845,0.845,1
2,"triangle.bmp","Matching","Father","Father","Close","z",647,0.647,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","m",1504,1.504,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",1103,1.103,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","m",1007,1.007,0
2,"square.bmp","Nonmatching","Close","Close","Close","m",1250,1.25,1
2,"triangle.bmp","Matching","Father","Father","Close","z",755,0.755,1
2,"square.bmp","Matching","Close","Close","Close","z",1369,1.369,1
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",1789,1.789,1
2,"square.bmp","Matching","Close","Close","Close","z",1913,1.913,1
2,"triangle.bmp","Matching","Father","Father","Close","z",856,0.856,1
2,"circle.bmp","Nonmatching","Stranger","Stranger","Stranger","m",1041,1.041,1
2,"triangle.bmp","Nonmatching","Father","Father","Close","z",1923,1.923,0
2,"circle.bmp","Matching","Stranger","Stranger","Stranger","z",1457,1.457,1
